,Cluster Labels,Neighborhood,Latitude,Longitude,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
513,29,"University Meadows, Dallas, TX",32.8410948,-96.7861547,Golf Course,Park,Restaurant,Mexican Restaurant,Taco Place,Convenience Store,Gym,Brewery,Bar,Coffee Shop
514,22,"University Terrace, Dallas, TX",32.7860229,-96.8091183,Fast Food Restaurant,Ethiopian Restaurant,Fried Chicken Joint,Sandwich Place,Burger Joint,Hotel,General Entertainment,Gas Station,Locksmith,Business Service
515,21,"University Village, Chicago, IL",41.86954009999999,-87.6511328,Hotel,Gastropub,American Restaurant,Donut Shop,Italian Restaurant,Coffee Shop,New American Restaurant,Clothing Store,Breakfast Spot,Steakhouse
516,29,"Uptown, Chicago, IL",41.9665404,-87.6533404,Grocery Store,Mexican Restaurant,Pizza Place,Sandwich Place,Bar,Liquor Store,Art Gallery,Café,Mobile Phone Shop,Chinese Restaurant
517,29,"Uptown, Dallas, TX",32.8015565,-96.8002704,Clothing Store,American Restaurant,Coffee Shop,Italian Restaurant,Cosmetics Shop,Furniture / Home Store,Sandwich Place,Department Store,Dessert Shop,Bar
518,22,"Urban Reserve, Dallas, TX",32.9002707,-96.7520503,Wings Joint,Mexican Restaurant,Motel,Italian Restaurant,Athletics & Sports,Fast Food Restaurant,Big Box Store,Discount Store,Seafood Restaurant,Department Store
519,14,"Urbandale, Dallas, TX",32.7721888,-96.7199658,Fast Food Restaurant,Convenience Store,Construction & Landscaping,Zoo Exhibit,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space,Exhibit
520,7,"Valencia Park, San Diego, CA",32.7004779,-117.0764662,Taco Place,Park,BBQ Joint,Grocery Store,Convenience Store,Burrito Place,Exhibit,Falafel Restaurant,Fabric Shop,Eye Doctor
521,21,"Vickery Meadows, Dallas, TX",32.8756573,-96.7547419,Hotel,Steakhouse,American Restaurant,Restaurant,Plaza,Food Truck,Mexican Restaurant,Seafood Restaurant,Coffee Shop,Salad Place
522,29,"Vickery Place, Dallas, TX",32.8210404,-96.7775073,Bar,Martial Arts Dojo,Smoothie Shop,Lounge,Park,Wine Shop,Grocery Store,Liquor Store,Mexican Restaurant,Recreation Center
523,21,"Victory Park, Dallas, TX",32.7912192,-96.80964569999999,American Restaurant,Cocktail Bar,Coffee Shop,Hotel,Seafood Restaurant,Burger Joint,Sushi Restaurant,Wine Bar,Pizza Place,Mexican Restaurant
524,21,"Village of La Jolla, San Diego, CA",32.8431327,-117.2705509,Italian Restaurant,Coffee Shop,Seafood Restaurant,Beach,Breakfast Spot,Mexican Restaurant,Hotel,Café,Ice Cream Shop,Juice Bar
525,29,"Vittum Park, Chicago, IL",41.8028954,-87.7472086,Bakery,Dive Bar,Eastern European Restaurant,Bar,Ukrainian Restaurant,Grocery Store,Italian Restaurant,Salon / Barbershop,Pizza Place,Optical Shop
526,23,"Wacławowo, Chicago, IL",41.9415011,-87.70250209999999,Pizza Place,Food,Sports Bar,Latin American Restaurant,Zoo Exhibit,Farmers Market,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
527,0,"Walnut Creek Estates, Dallas, TX",32.7496004,-96.559151,Park,Grocery Store,Discount Store,Sandwich Place,Supermarket,Gift Shop,Big Box Store,Donut Shop,Furniture / Home Store,BBQ Joint
528,23,"Washington Heights, Chicago, IL",41.7176485,-87.6431332,Sandwich Place,Pizza Place,Italian Restaurant,Thai Restaurant,Bookstore,Fast Food Restaurant,Convenience Store,Theater,Bar,Bank
529,29,"Washington Park, Chicago, IL",41.7944738,-87.615963,Sushi Restaurant,Pizza Place,Coffee Shop,Discount Store,Bar,Thai Restaurant,Fast Food Restaurant,Mexican Restaurant,Bus Station,Weight Loss Center
530,22,"Webster, San Diego, CA",32.7214842,-117.0935807,Fast Food Restaurant,Convenience Store,Mexican Restaurant,Discount Store,Intersection,Grocery Store,ATM,Liquor Store,Big Box Store,Fried Chicken Joint
531,29,"Wentworth Gardens, Chicago, IL",41.8252384,-87.63406189999999,Italian Restaurant,Bar,Intersection,Sandwich Place,Lounge,Empanada Restaurant,Thai Restaurant,BBQ Joint,Gym,Train Station
532,8,"West Beverly, Chicago, IL",41.7056889,-87.6866751,Park,Mobile Phone Shop,Mexican Restaurant,Discount Store,Zoo Exhibit,Fast Food Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space
533,22,"West Chesterfield, Chicago, IL",41.729148,-87.6192042,Cosmetics Shop,Sandwich Place,Intersection,Fried Chicken Joint,BBQ Joint,Library,Donut Shop,Health & Beauty Service,Gas Station,Fast Food Restaurant
534,14,"West DePaul, Chicago, IL",41.9290217,-87.6656217,Fast Food Restaurant,Bookstore,Breakfast Spot,Lounge,Health & Beauty Service,Convenience Store,Park,Bus Station,Gas Station,Mobile Phone Shop
535,29,"West Downtown, Austin, TX",30.2729209,-97.74438630000002,Burger Joint,Ice Cream Shop,Bar,Food Truck,Shipping Store,Thai Restaurant,Pizza Place,Mexican Restaurant,Thrift / Vintage Store,Sandwich Place
536,0,"West Elsdon, Chicago, IL",41.7928619,-87.7221684,Baseball Stadium,Bar,Baseball Field,Sports Bar,Pizza Place,Plaza,Lounge,Beer Bar,Park,Exhibit
537,21,"West End Historic District, Dallas, TX",32.7801316,-96.80696689999999,Steakhouse,Hotel,Coffee Shop,American Restaurant,Seafood Restaurant,Art Museum,Mexican Restaurant,Gastropub,New American Restaurant,Burger Joint
538,0,"West Englewood, Chicago, IL",41.7780891,-87.66671769999999,Park,Bar,Italian Restaurant,Donut Shop,Pharmacy,Golf Course,Fried Chicken Joint,Bookstore,Deli / Bodega,Shoe Store
539,8,"West Garfield Park, Chicago, IL",41.8805878,-87.7292226,Park,Boutique,Fast Food Restaurant,Fried Chicken Joint,Donut Shop,Discount Store,Lounge,Fishing Spot,Falafel Restaurant,Food
540,13,"West Humboldt Park, Chicago, IL",41.9025009,-87.7361373,Park,Restaurant,BBQ Joint,Farm,Eastern European Restaurant,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
541,27,"West Kessler, Dallas, TX",32.7586378,-96.83615909999999,Mexican Restaurant,Convenience Store,Fast Food Restaurant,Diner,Dessert Shop,Coffee Shop,Italian Restaurant,Gas Station,Fried Chicken Joint,Donut Shop
542,29,"West Lakeview, Chicago, IL",41.93594,-87.67824279999999,Mexican Restaurant,Vegetarian / Vegan Restaurant,Bus Station,Massage Studio,Bar,Pizza Place,Mobile Phone Shop,Fast Food Restaurant,Gas Station,Tea Room
543,27,"West Lawn, Chicago, IL",41.7728107,-87.722275,Mexican Restaurant,Fast Food Restaurant,Currency Exchange,Bakery,Video Store,American Restaurant,Gas Station,Ice Cream Shop,Supermarket,Donut Shop
544,14,"West Loop, Chicago, IL",41.882457,-87.6446775,Fast Food Restaurant,Cosmetics Shop,Train Station,Currency Exchange,Discount Store,American Restaurant,Liquor Store,Wings Joint,Flea Market,Falafel Restaurant
545,14,"West Morgan Park, Chicago, IL",41.6956426,-87.6860427,Fast Food Restaurant,Shoe Store,Fried Chicken Joint,Clothing Store,Convenience Store,Kids Store,Sandwich Place,Sporting Goods Shop,Mobile Phone Shop,Taco Place
546,8,"West Pullman, Chicago, IL",41.6716306,-87.63334619999999,Park,Flea Market,Pizza Place,Snack Place,Zoo Exhibit,Farm,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service
547,0,"West Ridge, Chicago, IL",42.0005804,-87.69257669999999,Playground,Bus Station,Park,Antique Shop,Fast Food Restaurant,Mexican Restaurant,Baseball Field,Bank,Tennis Court,Gym
548,27,"West Rogers Park, Chicago, IL",42.0005804,-87.69257669999999,Bowling Alley,Mexican Restaurant,Business Service,History Museum,Shopping Mall,Sandwich Place,Discount Store,Diner,Fast Food Restaurant,Video Store
549,21,"West Town, Chicago, IL",41.8935946,-87.6721671,New American Restaurant,Coffee Shop,Cocktail Bar,Italian Restaurant,Mexican Restaurant,Greek Restaurant,Bar,Spa,Japanese Restaurant,Bakery
550,22,"West Village, Dallas, TX",32.80833,-96.79736199999999,Convenience Store,BBQ Joint,Discount Store,Department Store,Breakfast Spot,Wings Joint,Fast Food Restaurant,Mexican Restaurant,Athletics & Sports,Big Box Store
551,23,"West Woodlawn, Chicago, IL",41.7794339,-87.610586,Pizza Place,Pub,Seafood Restaurant,Grocery Store,Brewery,Dry Cleaner,Bar,Gym / Fitness Center,Chinese Restaurant,Flower Shop
552,22,"Western Heights, Dallas, TX",32.7696505,-96.839883,American Restaurant,Pharmacy,Art Gallery,Fast Food Restaurant,Fried Chicken Joint,Gym Pool,Gym / Fitness Center,Restaurant,Coffee Shop,Grocery Store
553,22,"Westmoreland Heights, Dallas, TX",32.787259,-96.88231999999999,American Restaurant,Pharmacy,Art Gallery,Fast Food Restaurant,Fried Chicken Joint,Gym Pool,Gym / Fitness Center,Restaurant,Coffee Shop,Grocery Store
554,2,"Wheatley Place, Dallas, TX",32.7982728,-96.78981379999999,Park,Light Rail Station,Discount Store,Eastern European Restaurant,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space
555,23,"Whispering Hills, Dallas, TX",32.9258104,-96.7079287,Grocery Store,Construction & Landscaping,Pizza Place,Shipping Store,Gym,Gym / Fitness Center,Sandwich Place,Breakfast Spot,Currency Exchange,Cycle Studio
556,29,"White Rock Valley, Dallas, TX",32.8717608,-96.72832620000001,Sandwich Place,Taco Place,Mediterranean Restaurant,Fast Food Restaurant,Pharmacy,Italian Restaurant,Breakfast Spot,Ice Cream Shop,Pizza Place,Rental Car Location
557,27,"White Rock, Dallas, TX",32.8539914,-96.7024388,Mexican Restaurant,Bar,Fast Food Restaurant,Dive Bar,Pizza Place,Theme Park Ride / Attraction,Gym / Fitness Center,Art Gallery,Taco Place,Convenience Store
558,13,"Wicker Park, Chicago, IL",41.9104892,-87.6775672,Park,Pool,Caribbean Restaurant,Farmers Market,Electronics Store,Empanada Restaurant,Entertainment Service,Ethiopian Restaurant,Event Service,Event Space
559,4,"Wildwood, Chicago, IL",42.0065232,-87.7758767,Indian Restaurant,Pakistani Restaurant,Grocery Store,Juice Bar,Football Stadium,Boutique,Fried Chicken Joint,Fruit & Vegetable Store,Fast Food Restaurant,Automotive Shop
560,21,"Wilshire Heights, Dallas, TX",32.8334272,-96.7560906,Bar,Coffee Shop,Salon / Barbershop,Sandwich Place,Restaurant,Italian Restaurant,Mexican Restaurant,Burger Joint,Gym,Taco Place
561,29,"Winnetka Heights, Dallas, TX",32.7443819,-96.8444803,Airport Service,Rental Car Location,Airport,Coffee Shop,Airport Terminal,Mexican Restaurant,Pizza Place,Gift Shop,Fast Food Restaurant,Ice Cream Shop
562,21,"Woodbridge, Dallas, TX",32.9113996,-96.71520819999999,Hotel,Coffee Shop,Steakhouse,Cocktail Bar,Plaza,History Museum,American Restaurant,Park,Bar,Deli / Bodega
563,0,"Wooded Area), San Diego, CA",32.7181677,-117.2470353,Coffee Shop,Park,Pharmacy,Frozen Yogurt Shop,Athletics & Sports,Surf Spot,Grocery Store,Shopping Mall,Baseball Field,Sandwich Place
564,22,"Woodland Springs, Dallas, TX",32.7062282,-96.6939719,Discount Store,Fast Food Restaurant,BBQ Joint,Department Store,Grocery Store,Chinese Restaurant,Thrift / Vintage Store,Asian Restaurant,Pharmacy,Bank
565,23,"Woodlands on the Creek, Dallas, TX",32.8968887,-96.7314617,Convenience Store,Pizza Place,Fast Food Restaurant,Chinese Restaurant,Bank,Discount Store,Coffee Shop,Grocery Store,Light Rail Station,Sandwich Place
566,4,"Woodlawn, Chicago, IL",41.78058,-87.5915351,Indian Restaurant,Pakistani Restaurant,Grocery Store,Juice Bar,Football Stadium,Boutique,Fried Chicken Joint,Fruit & Vegetable Store,Fast Food Restaurant,Automotive Shop
567,14,"Wrightwood Neighbors, Chicago, IL",41.9285649,-87.6563505,Fast Food Restaurant,American Restaurant,Train Station,Caribbean Restaurant,Discount Store,Diner,Cosmetics Shop,Food,Fishing Spot,Fish Market
568,27,"Wrightwood, Chicago, IL",41.7457371,-87.6912862,Mexican Restaurant,Bar,Brewery,Bakery,Coffee Shop,Greek Restaurant,Pizza Place,Automotive Shop,Food & Drink Shop,Restaurant
569,21,"Wrigleyville, Chicago, IL",41.949062,-87.656516,Pizza Place,Boutique,Bar,Clothing Store,Coffee Shop,Bookstore,Gourmet Shop,Yoga Studio,Gym / Fitness Center,French Restaurant
570,27,"Wynnewood Hills, Dallas, TX",32.7212004,-96.8342751,Mexican Restaurant,Convenience Store,Fast Food Restaurant,Coffee Shop,Pizza Place,Gas Station,Discount Store,Diner,Bank,Italian Restaurant
571,21,"Wynnewood, Dallas, TX",32.7212004,-96.8342751,Hotel,Coffee Shop,Steakhouse,Cocktail Bar,Plaza,History Museum,American Restaurant,Park,Bar,Deli / Bodega
